"","x","y","clase"
"1",0.19672557527823,0.183098805757002,1
"2",-0.288521068306899,-0.234881213178854,1
"3",-0.144037915503085,-0.283472447853224,1
"4",0.355632111573537,-0.36683533586459,1
"5",0.42481650872022,0.133597424125034,1
"6",0.522473580849692,-0.34306729835611,1
"7",-0.379421119750597,-0.733897883774011,1
"8",0.280459452879609,0.105484797795719,1
"9",0.403461030668255,0.0200704989867274,1
"10",-0.00597496786706,-0.0075182105690974,1
"11",0.719118005989717,0.357872945643128,1
"12",-0.728581841417317,-0.551949790948518,1
"13",-0.0298732066392195,-0.0842352563395494,1
"14",0.868767875678571,-0.42088638268511,1
"15",-0.202725099830956,-0.233900635115462,1
"16",-0.156713082896706,0.235933913951915,1
"17",0.00522321180369444,-0.456426624647268,1
"18",-0.253559306762201,0.51719175109083,1
"19",-0.0177950019723848,0.364662740377878,1
"20",0.0340103769471243,0.0255247396946358,1
"21",-0.0981198564268578,0.0588381812785163,1
"22",-0.764452740718831,-0.158186460958476,1
"23",-0.359009868523659,-0.2727018663502,1
"24",0.31843112948124,0.657621887866802,1
"25",0.000482659449792981,-0.000929497598102916,1
"26",0.0682453366379955,0.92720740059851,1
"27",0.0438035184378834,-0.337372434580868,1
"28",-0.354900333270443,-0.898511138273062,1
"29",-0.461140442734549,0.358549673843165,1
"30",0.739509214808593,-0.301822023144598,1
"31",0.680071950952367,0.710113989405103,1
"32",-0.179265002162885,-0.189679511172539,1
"33",0.748474088448948,-0.229740724697683,1
"34",0.0590922532307874,0.1778562041317,1
"35",-0.467037455254071,-0.68702063522707,1
"36",0.212643523879693,0.168777654394283,1
"37",0.136581758345545,-0.206384256520588,1
"38",0.101377690518524,0.0455316781330261,1
"39",-0.124366687197829,-0.100534675586789,1
"40",0.517155784748797,0.35821431596699,1
"41",0.129584411055861,0.0062253877745036,1
"42",-0.045675860440876,0.697949229502666,1
"43",-0.172844102030567,0.066594529032973,1
"44",-0.473439058923395,-0.841766339233605,1
"45",-0.0118685955820108,-0.88165744307353,1
"46",-9.46163533946816e-05,0.21566979583817,1
"47",-0.218265553090064,0.135252650681944,1
"48",0.099719132732549,0.00549817884174193,1
"49",0.248437515732963,0.354795860770494,1
"50",-0.00976550763915656,0.015317506305195,1
"51",-0.165326263047144,-0.00711754757304073,1
"52",-0.295535340526547,0.291576656227218,1
"53",-0.355966430902311,-0.0949316473856165,1
"54",0.196485458328161,-0.180682037777652,1
"55",-0.315967221249789,0.828895477424253,1
"56",-0.13691586477104,0.0745907942668372,1
"57",-0.0311275620420089,0.029225325876715,1
"58",-0.650320940145592,0.445184156791061,1
"59",-0.915855786738787,-0.173916844903875,1
"60",-0.0044514851016088,-0.0111292579151763,1
"61",-0.181012654708226,-0.288775073819221,1
"62",-0.22543630042938,-0.0690299262529123,1
"63",0.636372740307769,-0.524035445653769,1
"64",-0.442334856704952,-0.105924989090981,1
"65",0.219515891806046,-0.667905351791888,1
"66",0.544434714440352,-0.365334197192821,1
"67",0.643969354069107,0.2380163314201,1
"68",-0.0665248514349807,-0.0280725574803169,1
"69",-0.589905068185284,-0.272427327272585,1
"70",-0.0740803608165227,0.133313029642006,1
"71",0.0857404763376336,0.249848815237282,1
"72",-0.0348791938963302,-0.0610308739782826,1
"73",0.545733184749745,-0.271998482264861,1
"74",-0.0147149352239691,0.00856403957022742,1
"75",0.0497455118998119,0.45089301970319,1
"76",-0.728762671814999,-0.158655256957831,1
"77",-0.730918464178217,0.467518849920918,1
"78",-0.0748064282194649,0.102872032041957,1
"79",-0.0130482071698088,0.121031715459784,1
"80",0.686592169999876,0.255342885643102,1
"81",-0.314227020330269,-0.742300798345455,1
"82",0.901201755632402,0.404336315553034,1
"83",-0.420388481858471,-0.0827411607890684,1
"84",-0.365078815269208,0.770403513565028,1
"85",0.196189477419559,0.822208321792674,1
"86",0.0155205273948449,0.941600825018097,1
"87",0.252980736698158,0.40416395902295,1
"88",-0.399331170020197,-0.270698610236406,1
"89",-0.067573853650487,-0.00301502921694582,1
"90",0.686378515174346,0.200454487824909,1
"91",0.0555253977964553,-0.0644417024241745,1
"92",-0.0165740294268024,-0.0480709658969359,1
"93",-0.0234465103024269,0.524594938592734,1
"94",0.452260754442424,-0.207740892245146,1
