"","x","y","clase"
"1",8.33844645414501,64.2623806860918,1
"2",3.61983801936731,1.47665804656869,1
"3",6.26040465896949,35.2718418661893,1
"4",8.04623597767204,35.7878943834158,1
"5",6.19692877633497,3.57164191912699,1
"6",2.03247205354273,-28.407743706678,1
"7",4.55644806381315,-3.32860283072143,1
"8",6.8712131306529,31.8520495997418,1
"9",7.37267639022321,20.8275550534543,1
"10",6.66660718386993,13.7022835988129,1
"11",9.26974593661726,59.556441449652,1
"12",7.68213487230241,38.4880803827883,1
"13",3.8244644110091,-20.0158441794349,1
"14",9.08720615785569,62.5463252562986,1
"15",8.89974579913542,57.4777047688543,1
"16",0.119540276937187,-14.455295305732,1
"17",4.28776970831677,1.76395163878728,1
"18",4.02819975744933,10.1150116988081,1
"19",6.70141622191295,42.2444099166685,1
"20",8.68568007368594,41.9963057518466,1
"21",8.65175124956295,34.1719985027257,1
"22",8.106176732108,26.5134008538714,1
"23",7.566556064412,50.4106804747915,1
"24",3.16243648761883,-2.99589401837086,1
"25",8.00115642137825,47.1477680629363,1
"26",3.23811359936371,-13.6126308534334,1
"27",6.67459792690352,42.8887189202933,1
"28",5.34209967125207,26.8226092232993,1
"29",6.79596733534709,12.1097553985585,1
"30",8.09090993367136,39.2505728573553,1
"31",7.049844074063,41.3998251103291,1
"32",3.26697811018676,-13.5921209242517,1
"33",9.95779609773308,65.6368279047725,1
"34",2.11614575237036,-35.0605904894038,1
"35",0.330198551528156,-0.822413226686221,1
"36",6.00269822170958,32.8658566142157,1
"37",8.36794352158904,41.206250106245,1
"38",0.287288033869117,-7.97101702525715,1
"39",0.647717590909451,-32.3044116206921,1
"40",9.49938954785466,48.6331177634484,1
"41",5.06810986902565,1.37119178120716,1
"42",4.99861193588004,21.8808409234527,1
"43",1.23198662418872,-17.749463885947,1
"44",2.75604423135519,-11.0613941562148,1
"45",8.44687905628234,66.6710554975052,1
"46",2.55959772737697,5.88750176773407,1
"47",0.274639197159559,-15.7723912012639,1
"48",7.6801582169719,10.5891807892182,1
"49",6.04655341245234,-8.06532206387974,1
"50",4.87623193534091,-13.5696623353706,1
"51",8.83265045005828,76.9478288567064,1
"52",1.2265103450045,-40.9143951586749,1
"53",3.77215617336333,-20.9672665264589,1
"54",4.73346546292305,14.6112804205727,1
"55",1.92983996355906,-14.5351920009286,1
"56",0.830021139699966,-25.6683321225678,1
"57",1.11233902396634,-45.4603218373128,1
"58",5.67510483786464,15.2538039006679,1
"59",9.85527219483629,60.2878919048039,1
"60",8.95674202591181,64.011699050089,1
"61",9.20610325876623,49.1222505995756,1
"62",0.779550094157457,-34.7511797593719,1
"63",2.79808793216944,-40.477128723223,1
"64",4.92617902345955,-10.6301020874227,1
"65",9.63331254199147,70.3214791904139,1
"66",1.18972032563761,-42.5813812212373,1
"67",3.26519614318386,-27.986883566078,1
"68",4.65965121518821,-22.5760434183598,1
"69",4.93278953479603,-2.13664426082829,1
"70",9.70090423943475,90.1165118117667,1
"71",1.07743229484186,1.0475958088265,1
"72",2.21741640707478,-4.86290115744437,1
"73",9.31210356764495,53.4432165846208,1
"74",8.38891637278721,55.6499189029436,1
"75",8.72924489434808,59.0502134435823,1
"76",8.89334364328533,78.8544289212022,1
"77",4.99060465954244,-9.64344830085361,1
"78",5.87229734286666,13.9541132063531,1
"79",1.48672200273722,-6.73393257914188,1
"80",6.1335533275269,-5.91946379496227,1
"81",0.795909282751381,-20.4635279028668,1
"82",6.06119426200166,16.0825483337887,1
"83",6.61817060783505,33.1870781220124,1
"84",0.721924616955221,-3.05793724587221,1
"85",3.76555118942633,-24.2658251156771,1
"86",8.3222036040388,59.5322564229313,1
"87",2.00459924293682,-14.2440122953625,1
"88",3.51382619934157,-35.5798752195624,1
"89",9.69939385075122,51.5573477766951,1
"90",8.53189566871151,51.1297205739877,1
"91",2.99850891344249,-38.868059798803,1
"92",4.78810797445476,-8.37594207106126,1
"93",4.91856378037483,-6.78462459178413,1
"94",9.57361223641783,83.8888222767936,1
"95",2.06683328840882,-22.8366756190618,1
"96",0.0876739411614835,-35.0739925259639,1
"97",4.44698600331321,-10.9336025099738,1
"98",6.97559936204925,7.12456292273524,1
"99",7.89641789859161,31.4750511365245,1
"100",0.0352074950933456,-8.45323452894137,1
"101",5.94770754221827,-10.6952378067721,1
"102",4.66317840851843,-3.97953255587545,1
"103",7.63775648316368,9.41220042164169,1
"104",0.139832617715001,-27.641333491325,1
"105",8.32397769670933,63.2913764919731,1
"106",9.1066893027164,76.5257284953625,1
"107",0.370643057394773,-21.2035437317927,1
"108",3.6624184739776,-25.6585554398046,1
"109",4.10965384915471,-4.41062662343887,1
"110",1.54669487616047,-27.2185775195456,1
"111",6.21731508756056,21.1565929706208,1
"112",4.56075740046799,-22.5562519665514,1
"113",9.76770128589123,71.0977883310571,1
"114",6.8959212792106,39.1900477684937,1
"115",9.82481262879446,88.803123703191,1
"116",0.64087915699929,-5.22998958108673,1
"117",7.0361591479741,39.4058364482931,1
"118",3.22841258952394,-38.1828448163044,1
"119",8.05493367370218,64.5469753805883,1
"120",2.08112918771803,-10.7632255985058,1
"121",2.73922132560983,-23.2434849679623,1
"122",3.93521130084991,-18.4241752643938,1
"123",4.20934774680063,-6.10125423679302,1
"124",7.88667027838528,38.7631249681065,1
"125",1.09822871629149,-42.2581917324411,1
"126",3.4869955573231,-0.541352869554482,1
"127",8.14935856033117,55.7097309149295,1
"128",4.36247838195413,-18.3860143327929,1
"129",9.24244218040258,37.856437083629,1
"130",8.67439568508416,38.8541164427221,1
"131",6.30133966216817,26.6608297084261,1
"132",3.05642857216299,6.69421716851601,1
"133",1.50214115856215,-41.2973615982255,1
"134",7.27397988783196,38.0144671177507,1
"135",4.1502780164592,9.26270798817546,1
"136",0.771238149609417,-14.6398376965317,1
"137",6.07699927408248,5.59755991095683,1
"138",9.16825469816104,52.1257714221238,1
"139",8.41645570006222,63.7771263352389,1
"140",6.62998744519427,33.7072042916283,1
"141",3.85033970931545,-29.1274123937614,1
"142",3.63167150178924,-14.7696623269177,1
"143",6.50778866373003,19.7314534640907,1
"144",5.03583098063245,21.5452022112815,1
"145",8.87028022203594,39.7850285440211,1
"146",6.4083702955395,12.8044179922862,1
"147",3.79601725144312,-26.403579105679,1
"148",5.30251384479925,27.0807268277378,1
"149",5.26344043202698,27.3906491299351,1
"150",5.23531264159828,-20.8414473575798,1
"151",2.28664990514517,-2.60927957695758,1
"152",7.03072301810607,6.02810413160594,1
"153",4.56109048100188,7.64480161602834,1
"154",8.88086520135403,40.1472865662993,1
"155",8.52467600256205,38.7445518564203,1
"156",9.74029660457745,87.5443060499236,1
"157",1.14778459537774,-39.868335851744,1
"158",0.741863334551454,-25.0959856701772,1
"159",0.433116254862398,-15.9553433687921,1
"160",0.910225759726018,-3.56831920461591,1
